Registration_Number,Semester,Subject,Marks
REG2023246,1,Geotechnical Engineering,73
REG2023246,1,Transportation Engineering,85
REG2023246,1,Hydrology,85
REG2023246,1,Surveying,66
REG2023246,2,Structural Analysis,72
REG2023246,2,Geotechnical Engineering,51
REG2023246,2,Transportation Engineering,76
REG2023246,2,Hydrology,57
REG2023246,2,Surveying,72
REG2023246,3,Structural Analysis,93
REG2023246,3,Geotechnical Engineering,88
REG2023246,3,Transportation Engineering,62
REG2023246,3,Hydrology,86
REG2023246,3,Surveying,86
REG2023246,4,Structural Analysis,91
REG2023246,4,Geotechnical Engineering,91
REG2023246,4,Transportation Engineering,84
REG2023246,4,Hydrology,61
REG2023246,4,Surveying,99
REG2023247,1,Data Structures,68
REG2023247,1,Algorithms,72
REG2023247,1,Database Systems,70
REG2023247,1,Operating Systems,93
REG2023247,1,Discrete Mathematics,82
REG2023247,2,Data Structures,81
REG2023247,2,Algorithms,99
REG2023247,2,Database Systems,97
REG2023247,2,Operating Systems,78
REG2023247,2,Discrete Mathematics,55
REG2023247,3,Data Structures,74
REG2023247,3,Algorithms,89
REG2023247,3,Database Systems,68
REG2023247,3,Operating Systems,79
REG2023247,3,Discrete Mathematics,90
REG2023247,4,Data Structures,59
REG2023247,4,Algorithms,60
REG2023247,4,Database Systems,90
REG2023247,4,Operating Systems,71
REG2023247,4,Discrete Mathematics,76
REG2023248,1,Biochemistry,90
REG2023248,1,Genetics,89
REG2023248,1,Cell Biology,86
REG2023248,1,Microbiology,75
REG2023248,1,Bioinformatics,54
REG2023248,2,Biochemistry,55
REG2023248,2,Genetics,60
REG2023248,2,Cell Biology,71
REG2023248,2,Microbiology,64
REG2023248,2,Bioinformatics,70
REG2023248,3,Biochemistry,70
REG2023248,3,Genetics,91
REG2023248,3,Cell Biology,68
REG2023248,3,Microbiology,95
REG2023248,3,Bioinformatics,67
REG2023248,4,Biochemistry,88
REG2023248,4,Genetics,91
REG2023248,4,Cell Biology,75
REG2023248,4,Microbiology,67
REG2023248,4,Bioinformatics,78
REG2023249,1,Data Structures,99
REG2023249,1,Algorithms,73
REG2023249,1,Database Systems,97
REG2023249,1,Operating Systems,87
REG2023249,1,Discrete Mathematics,83
REG2023249,2,Data Structures,78
REG2023249,2,Algorithms,76
REG2023249,2,Database Systems,60
REG2023249,2,Operating Systems,61
REG2023249,2,Discrete Mathematics,51
REG2023249,3,Data Structures,58
REG2023249,3,Algorithms,96
REG2023249,3,Database Systems,65
REG2023249,3,Operating Systems,92
REG2023249,3,Discrete Mathematics,66
REG2023249,4,Data Structures,97
REG2023249,4,Algorithms,94
REG2023249,4,Database Systems,97
REG2023249,4,Operating Systems,55
REG2023249,4,Discrete Mathematics,63
REG2023250,1,Thermodynamics,60
REG2023250,1,Fluid Mechanics,75
REG2023250,1,Machine Design,56
REG2023250,1,Material Science,56
REG2023250,1,Robotics,54
REG2023250,2,Thermodynamics,80
REG2023250,2,Fluid Mechanics,85
REG2023250,2,Machine Design,53
REG2023250,2,Material Science,51
REG2023250,2,Robotics,99
REG2023250,3,Thermodynamics,75
REG2023250,3,Fluid Mechanics,83
REG2023250,3,Machine Design,98
REG2023250,3,Material Science,55
REG2023250,3,Robotics,56
REG2023250,4,Thermodynamics,66
REG2023250,4,Fluid Mechanics,89
REG2023250,4,Machine Design,59
REG2023250,4,Material Science,55
REG2023250,4,Robotics,91
